date,channel,device,step_name,step_order,session_count
2024-02-01,email,tablet,purchase,5,80
2024-02-01,direct,mobile,visit,1,2752
2024-02-01,direct,mobile,product_view,2,1489
2024-02-01,direct,mobile,add_to_cart,3,395
2024-02-01,direct,mobile,checkout,4,158
2024-02-01,direct,mobile,purchase,5,110
2024-02-01,direct,desktop,visit,1,1545
2024-02-01,direct,desktop,product_view,2,788
2024-02-01,direct,desktop,add_to_cart,3,249
2024-02-01,direct,desktop,checkout,4,111
2024-02-01,direct,desktop,purchase,5,73
2024-02-01,direct,tablet,visit,1,299
2024-02-01,direct,tablet,product_view,2,190
2024-02-01,direct,tablet,add_to_cart,3,63
2024-02-01,direct,tablet,checkout,4,26
2024-02-01,direct,tablet,purchase,5,14
2024-02-01,tiktok,mobile,visit,1,1609
2024-02-01,tiktok,mobile,product_view,2,952
2024-02-01,tiktok,mobile,add_to_cart,3,363
2024-02-01,tiktok,mobile,checkout,4,177
2024-02-01,tiktok,mobile,purchase,5,113
2024-02-01,tiktok,desktop,visit,1,1427
2024-02-01,tiktok,desktop,product_view,2,724
2024-02-01,tiktok,desktop,add_to_cart,3,272
2024-02-01,tiktok,desktop,checkout,4,166
2024-02-01,tiktok,desktop,purchase,5,93
2024-02-01,tiktok,tablet,visit,1,668
2024-02-01,tiktok,tablet,product_view,2,409
2024-02-01,tiktok,tablet,add_to_cart,3,159
2024-02-01,tiktok,tablet,checkout,4,102
2024-02-01,tiktok,tablet,purchase,5,63
2024-02-02,meta,mobile,visit,1,3045
2024-02-02,meta,mobile,product_view,2,2058
2024-02-02,meta,mobile,add_to_cart,3,689
2024-02-02,meta,mobile,checkout,4,388
2024-02-02,meta,mobile,purchase,5,233
2024-02-02,meta,desktop,visit,1,2490
2024-02-02,meta,desktop,product_view,2,1574
2024-02-02,meta,desktop,add_to_cart,3,621
2024-02-02,meta,desktop,checkout,4,259
2024-02-02,meta,desktop,purchase,5,172
2024-02-02,meta,tablet,visit,1,577
2024-02-02,meta,tablet,product_view,2,354
2024-02-02,meta,tablet,add_to_cart,3,104
2024-02-02,meta,tablet,checkout,4,55
2024-02-02,meta,tablet,purchase,5,40
2024-02-02,google,mobile,visit,1,2289
2024-02-02,google,mobile,product_view,2,1200
2024-02-02,google,mobile,add_to_cart,3,432
2024-02-02,google,mobile,checkout,4,184
2024-02-02,google,mobile,purchase,5,118
2024-02-02,google,desktop,visit,1,2107
2024-02-02,google,desktop,product_view,2,1206
2024-02-02,google,desktop,add_to_cart,3,413
2024-02-02,google,desktop,checkout,4,211
2024-02-02,google,desktop,purchase,5,145
2024-02-02,google,tablet,visit,1,219
2024-02-02,google,tablet,product_view,2,112
2024-02-02,google,tablet,add_to_cart,3,40
2024-02-02,google,tablet,checkout,4,19
2024-02-02,google,tablet,purchase,5,11
2024-02-02,organic,mobile,visit,1,2619
2024-02-02,organic,mobile,product_view,2,1350
2024-02-02,organic,mobile,add_to_cart,3,388
2024-02-02,organic,mobile,checkout,4,213
2024-02-02,organic,mobile,purchase,5,141
2024-02-02,organic,desktop,visit,1,626
2024-02-02,organic,desktop,product_view,2,316
2024-02-02,organic,desktop,add_to_cart,3,113
2024-02-02,organic,desktop,checkout,4,68
2024-02-02,organic,desktop,purchase,5,42
2024-02-02,organic,tablet,visit,1,311
2024-02-02,organic,tablet,product_view,2,202
2024-02-02,organic,tablet,add_to_cart,3,57
2024-02-02,organic,tablet,checkout,4,31
2024-02-02,organic,tablet,purchase,5,21
2024-02-02,email,mobile,visit,1,1324
2024-02-02,email,mobile,product_view,2,720
2024-02-02,email,mobile,add_to_cart,3,255
2024-02-02,email,mobile,checkout,4,129
2024-02-02,email,mobile,purchase,5,96
2024-02-02,email,desktop,visit,1,931
2024-02-02,email,desktop,product_view,2,539
2024-02-02,email,desktop,add_to_cart,3,213
2024-02-02,email,desktop,checkout,4,96
2024-02-02,email,desktop,purchase,5,61
2024-02-02,email,tablet,visit,1,596
2024-02-02,email,tablet,product_view,2,424
2024-02-02,email,tablet,add_to_cart,3,159
2024-02-02,email,tablet,checkout,4,72
2024-02-02,email,tablet,purchase,5,40
2024-02-02,direct,mobile,visit,1,1214
2024-02-02,direct,mobile,product_view,2,751
2024-02-02,direct,mobile,add_to_cart,3,202
2024-02-02,direct,mobile,checkout,4,110
2024-02-02,direct,mobile,purchase,5,65
2024-02-02,direct,desktop,visit,1,2133
2024-02-02,direct,desktop,product_view,2,1228
2024-02-02,direct,desktop,add_to_cart,3,500
2024-02-02,direct,desktop,checkout,4,321
2024-02-02,direct,desktop,purchase,5,200
2024-02-02,direct,tablet,visit,1,319
2024-02-02,direct,tablet,product_view,2,178
2024-02-02,direct,tablet,add_to_cart,3,62
2024-02-02,direct,tablet,checkout,4,34
2024-02-02,direct,tablet,purchase,5,20
2024-02-02,tiktok,mobile,visit,1,1679
2024-02-02,tiktok,mobile,product_view,2,842
2024-02-02,tiktok,mobile,add_to_cart,3,311
2024-02-02,tiktok,mobile,checkout,4,166
2024-02-02,tiktok,mobile,purchase,5,107
2024-02-02,tiktok,desktop,visit,1,1301
2024-02-02,tiktok,desktop,product_view,2,789
2024-02-02,tiktok,desktop,add_to_cart,3,328
2024-02-02,tiktok,desktop,checkout,4,182
2024-02-02,tiktok,desktop,purchase,5,128
2024-02-02,tiktok,tablet,visit,1,501
2024-02-02,tiktok,tablet,product_view,2,282
2024-02-02,tiktok,tablet,add_to_cart,3,116
2024-02-02,tiktok,tablet,checkout,4,69
2024-02-02,tiktok,tablet,purchase,5,38
2024-02-03,meta,mobile,visit,1,2860
2024-02-03,meta,mobile,product_view,2,1516
2024-02-03,meta,mobile,add_to_cart,3,450
2024-02-03,meta,mobile,checkout,4,188
2024-02-03,meta,mobile,purchase,5,127
2024-02-03,meta,desktop,visit,1,1324
2024-02-03,meta,desktop,product_view,2,937
2024-02-03,meta,desktop,add_to_cart,3,274
2024-02-03,meta,desktop,checkout,4,128
2024-02-03,meta,desktop,purchase,5,99
2024-02-03,meta,tablet,visit,1,443
2024-02-03,meta,tablet,product_view,2,305
2024-02-03,meta,tablet,add_to_cart,3,105
2024-02-03,meta,tablet,checkout,4,43
2024-02-03,meta,tablet,purchase,5,28
2024-02-03,google,mobile,visit,1,3662
2024-02-03,google,mobile,product_view,2,2238
2024-02-03,google,mobile,add_to_cart,3,583
2024-02-03,google,mobile,checkout,4,294
2024-02-03,google,mobile,purchase,5,185
2024-02-03,google,desktop,visit,1,2643
2024-02-03,google,desktop,product_view,2,1723
2024-02-03,google,desktop,add_to_cart,3,579
2024-02-03,google,desktop,checkout,4,301
2024-02-03,google,desktop,purchase,5,233
2024-02-03,google,tablet,visit,1,437
2024-02-03,google,tablet,product_view,2,239
2024-02-03,google,tablet,add_to_cart,3,74
2024-02-03,google,tablet,checkout,4,45
2024-02-03,google,tablet,purchase,5,25
2024-02-03,organic,mobile,visit,1,1884
2024-02-03,organic,mobile,product_view,2,1200
2024-02-03,organic,mobile,add_to_cart,3,407
2024-02-03,organic,mobile,checkout,4,195
2024-02-03,organic,mobile,purchase,5,154
2024-02-03,organic,desktop,visit,1,2210
2024-02-03,organic,desktop,product_view,2,1395
2024-02-03,organic,desktop,add_to_cart,3,378
2024-02-03,organic,desktop,checkout,4,191
2024-02-03,organic,desktop,purchase,5,136
2024-02-03,organic,tablet,visit,1,633
2024-02-03,organic,tablet,product_view,2,363
2024-02-03,organic,tablet,add_to_cart,3,118
2024-02-03,organic,tablet,checkout,4,64
2024-02-03,organic,tablet,purchase,5,43
2024-02-03,email,mobile,visit,1,1617
2024-02-03,email,mobile,product_view,2,926
2024-02-03,email,mobile,add_to_cart,3,253
2024-02-03,email,mobile,checkout,4,109
2024-02-03,email,mobile,purchase,5,67
2024-02-03,email,desktop,visit,1,1994
2024-02-03,email,desktop,product_view,2,1251
2024-02-03,email,desktop,add_to_cart,3,455
2024-02-03,email,desktop,checkout,4,231
2024-02-03,email,desktop,purchase,5,132
2024-02-03,email,tablet,visit,1,271
2024-02-03,email,tablet,product_view,2,164
2024-02-03,email,tablet,add_to_cart,3,65
2024-02-03,email,tablet,checkout,4,32
2024-02-03,email,tablet,purchase,5,19
2024-02-03,direct,mobile,visit,1,1809
2024-02-03,direct,mobile,product_view,2,1152
2024-02-03,direct,mobile,add_to_cart,3,328
2024-02-03,direct,mobile,checkout,4,178
2024-02-03,direct,mobile,purchase,5,124
2024-02-03,direct,desktop,visit,1,1017
2024-02-03,direct,desktop,product_view,2,622
2024-02-03,direct,desktop,add_to_cart,3,223
2024-02-03,direct,desktop,checkout,4,133
2024-02-03,direct,desktop,purchase,5,80
2024-02-03,direct,tablet,visit,1,817
2024-02-03,direct,tablet,product_view,2,508
2024-02-03,direct,tablet,add_to_cart,3,206
2024-02-03,direct,tablet,checkout,4,112
2024-02-03,direct,tablet,purchase,5,77
2024-02-03,tiktok,mobile,visit,1,1205
2024-02-03,tiktok,mobile,product_view,2,610
2024-02-03,tiktok,mobile,add_to_cart,3,236
2024-02-03,tiktok,mobile,checkout,4,142
2024-02-03,tiktok,mobile,purchase,5,109
2024-02-03,tiktok,desktop,visit,1,893
2024-02-03,tiktok,desktop,product_view,2,633
2024-02-03,tiktok,desktop,add_to_cart,3,193
2024-02-03,tiktok,desktop,checkout,4,101
2024-02-03,tiktok,desktop,purchase,5,74
2024-02-03,tiktok,tablet,visit,1,303
2024-02-03,tiktok,tablet,product_view,2,186
2024-02-03,tiktok,tablet,add_to_cart,3,51
2024-02-03,tiktok,tablet,checkout,4,31
2024-02-03,tiktok,tablet,purchase,5,17
2024-02-04,meta,mobile,visit,1,2069
2024-02-04,meta,mobile,product_view,2,1322
2024-02-04,meta,mobile,add_to_cart,3,349
2024-02-04,meta,mobile,checkout,4,158
2024-02-04,meta,mobile,purchase,5,87
2024-02-04,meta,desktop,visit,1,1813
2024-02-04,meta,desktop,product_view,2,1255
2024-02-04,meta,desktop,add_to_cart,3,393
2024-02-04,meta,desktop,checkout,4,178
2024-02-04,meta,desktop,purchase,5,126
2024-02-04,meta,tablet,visit,1,510
2024-02-04,meta,tablet,product_view,2,350
2024-02-04,meta,tablet,add_to_cart,3,94
2024-02-04,meta,tablet,checkout,4,55
2024-02-04,meta,tablet,purchase,5,32
2024-02-04,google,mobile,visit,1,3362
2024-02-04,google,mobile,product_view,2,1697
2024-02-04,google,mobile,add_to_cart,3,655
2024-02-04,google,mobile,checkout,4,374
2024-02-04,google,mobile,purchase,5,239
2024-02-04,google,desktop,visit,1,1206
2024-02-04,google,desktop,product_view,2,836
2024-02-04,google,desktop,add_to_cart,3,310
2024-02-04,google,desktop,checkout,4,145
2024-02-04,google,desktop,purchase,5,90
2024-02-04,google,tablet,visit,1,1021
2024-02-04,google,tablet,product_view,2,533
2024-02-04,google,tablet,add_to_cart,3,206
2024-02-04,google,tablet,checkout,4,98
2024-02-04,google,tablet,purchase,5,56
2024-02-04,organic,mobile,visit,1,3012
2024-02-04,organic,mobile,product_view,2,1844
2024-02-04,organic,mobile,add_to_cart,3,613
2024-02-04,organic,mobile,checkout,4,298
2024-02-04,organic,mobile,purchase,5,222
2024-02-04,organic,desktop,visit,1,1768
2024-02-04,organic,desktop,product_view,2,940
2024-02-04,organic,desktop,add_to_cart,3,279
2024-02-04,organic,desktop,checkout,4,175
2024-02-04,organic,desktop,purchase,5,115
2024-02-04,organic,tablet,visit,1,618
2024-02-04,organic,tablet,product_view,2,337
2024-02-04,organic,tablet,add_to_cart,3,111
2024-02-04,organic,tablet,checkout,4,58
2024-02-04,organic,tablet,purchase,5,34
2024-02-04,email,mobile,visit,1,1029
2024-02-04,email,mobile,product_view,2,696
2024-02-04,email,mobile,add_to_cart,3,268
2024-02-04,email,mobile,checkout,4,170
2024-02-04,email,mobile,purchase,5,110
2024-02-04,email,desktop,visit,1,2115
2024-02-04,email,desktop,product_view,2,1150
2024-02-04,email,desktop,add_to_cart,3,357
2024-02-04,email,desktop,checkout,4,157
2024-02-04,email,desktop,purchase,5,115
2024-02-04,email,tablet,visit,1,617
2024-02-04,email,tablet,product_view,2,381
2024-02-04,email,tablet,add_to_cart,3,108
2024-02-04,email,tablet,checkout,4,52
2024-02-04,email,tablet,purchase,5,34
2024-02-04,direct,mobile,visit,1,2250
2024-02-04,direct,mobile,product_view,2,1392
2024-02-04,direct,mobile,add_to_cart,3,531
2024-02-04,direct,mobile,checkout,4,248
2024-02-04,direct,mobile,purchase,5,161
2024-02-04,direct,desktop,visit,1,799
2024-02-04,direct,desktop,product_view,2,574
2024-02-04,direct,desktop,add_to_cart,3,222
2024-02-04,direct,desktop,checkout,4,93
2024-02-04,direct,desktop,purchase,5,62
2024-02-04,direct,tablet,visit,1,733
2024-02-04,direct,tablet,product_view,2,509
2024-02-04,direct,tablet,add_to_cart,3,186
2024-02-04,direct,tablet,checkout,4,108
2024-02-04,direct,tablet,purchase,5,67
2024-02-04,tiktok,mobile,visit,1,3361
2024-02-04,tiktok,mobile,product_view,2,1870
2024-02-04,tiktok,mobile,add_to_cart,3,651
2024-02-04,tiktok,mobile,checkout,4,392
2024-02-04,tiktok,mobile,purchase,5,228
2024-02-04,tiktok,desktop,visit,1,2222
2024-02-04,tiktok,desktop,product_view,2,1248
2024-02-04,tiktok,desktop,add_to_cart,3,489
2024-02-04,tiktok,desktop,checkout,4,277
2024-02-04,tiktok,desktop,purchase,5,209
2024-02-04,tiktok,tablet,visit,1,811
2024-02-04,tiktok,tablet,product_view,2,529
2024-02-04,tiktok,tablet,add_to_cart,3,214
2024-02-04,tiktok,tablet,checkout,4,89
2024-02-04,tiktok,tablet,purchase,5,70
2024-02-05,meta,mobile,visit,1,1705
2024-02-05,meta,mobile,product_view,2,1020
2024-02-05,meta,mobile,add_to_cart,3,312
2024-02-05,meta,mobile,checkout,4,127
2024-02-05,meta,mobile,purchase,5,77
2024-02-05,meta,desktop,visit,1,1443
2024-02-05,meta,desktop,product_view,2,867
2024-02-05,meta,desktop,add_to_cart,3,351
2024-02-05,meta,desktop,checkout,4,199
2024-02-05,meta,desktop,purchase,5,113
2024-02-05,meta,tablet,visit,1,249
2024-02-05,meta,tablet,product_view,2,146
2024-02-05,meta,tablet,add_to_cart,3,46
2024-02-05,meta,tablet,checkout,4,22
2024-02-05,meta,tablet,purchase,5,16
2024-02-05,google,mobile,visit,1,2732
2024-02-05,google,mobile,product_view,2,1698
2024-02-05,google,mobile,add_to_cart,3,435
2024-02-05,google,mobile,checkout,4,225
2024-02-05,google,mobile,purchase,5,178
2024-02-05,google,desktop,visit,1,2243
2024-02-05,google,desktop,product_view,2,1440
2024-02-05,google,desktop,add_to_cart,3,587
2024-02-05,google,desktop,checkout,4,381
2024-02-05,google,desktop,purchase,5,301
2024-02-05,google,tablet,visit,1,971
2024-02-05,google,tablet,product_view,2,661
2024-02-05,google,tablet,add_to_cart,3,179
2024-02-05,google,tablet,checkout,4,99
2024-02-05,google,tablet,purchase,5,57
2024-02-05,organic,mobile,visit,1,1291
2024-02-05,organic,mobile,product_view,2,912
2024-02-05,organic,mobile,add_to_cart,3,228
2024-02-05,organic,mobile,checkout,4,123
2024-02-05,organic,mobile,purchase,5,70
2024-02-05,organic,desktop,visit,1,736
2024-02-05,organic,desktop,product_view,2,463
2024-02-05,organic,desktop,add_to_cart,3,127
2024-02-05,organic,desktop,checkout,4,55
2024-02-05,organic,desktop,purchase,5,33
2024-02-05,organic,tablet,visit,1,713
2024-02-05,organic,tablet,product_view,2,508
2024-02-05,organic,tablet,add_to_cart,3,135
2024-02-05,organic,tablet,checkout,4,69
2024-02-05,organic,tablet,purchase,5,42
2024-02-05,email,mobile,visit,1,2214
2024-02-05,email,mobile,product_view,2,1555
2024-02-05,email,mobile,add_to_cart,3,394
2024-02-05,email,mobile,checkout,4,251
2024-02-05,email,mobile,purchase,5,173
2024-02-05,email,desktop,visit,1,1966
2024-02-05,email,desktop,product_view,2,1122
2024-02-05,email,desktop,add_to_cart,3,286
2024-02-05,email,desktop,checkout,4,175
2024-02-05,email,desktop,purchase,5,132
2024-02-05,email,tablet,visit,1,704
2024-02-05,email,tablet,product_view,2,435
2024-02-05,email,tablet,add_to_cart,3,153
2024-02-05,email,tablet,checkout,4,63
2024-02-05,email,tablet,purchase,5,38
2024-02-05,direct,mobile,visit,1,2099
2024-02-05,direct,mobile,product_view,2,1056
2024-02-05,direct,mobile,add_to_cart,3,345
2024-02-05,direct,mobile,checkout,4,216
2024-02-05,direct,mobile,purchase,5,158
2024-02-05,direct,desktop,visit,1,1622
2024-02-05,direct,desktop,product_view,2,930
2024-02-05,direct,desktop,add_to_cart,3,364
2024-02-05,direct,desktop,checkout,4,181
2024-02-05,direct,desktop,purchase,5,141
2024-02-05,direct,tablet,visit,1,660
2024-02-05,direct,tablet,product_view,2,339
2024-02-05,direct,tablet,add_to_cart,3,136
2024-02-05,direct,tablet,checkout,4,72
2024-02-05,direct,tablet,purchase,5,49
2024-02-05,tiktok,mobile,visit,1,2602
2024-02-05,tiktok,mobile,product_view,2,1323
2024-02-05,tiktok,mobile,add_to_cart,3,410
2024-02-05,tiktok,mobile,checkout,4,255
2024-02-05,tiktok,mobile,purchase,5,144
2024-02-05,tiktok,desktop,visit,1,472
2024-02-05,tiktok,desktop,product_view,2,237
2024-02-05,tiktok,desktop,add_to_cart,3,98
2024-02-05,tiktok,desktop,checkout,4,48
2024-02-05,tiktok,desktop,purchase,5,32
2024-02-05,tiktok,tablet,visit,1,313
2024-02-05,tiktok,tablet,product_view,2,181
2024-02-05,tiktok,tablet,add_to_cart,3,62
2024-02-05,tiktok,tablet,checkout,4,36
2024-02-05,tiktok,tablet,purchase,5,20
2024-02-06,meta,mobile,visit,1,3335
2024-02-06,meta,mobile,product_view,2,1782
2024-02-06,meta,mobile,add_to_cart,3,604
2024-02-06,meta,mobile,checkout,4,344
2024-02-06,meta,mobile,purchase,5,194
2024-02-06,meta,desktop,visit,1,2025
2024-02-06,meta,desktop,product_view,2,1152
2024-02-06,meta,desktop,add_to_cart,3,359
2024-02-06,meta,desktop,checkout,4,225
2024-02-06,meta,desktop,purchase,5,159
2024-02-06,meta,tablet,visit,1,1037
2024-02-06,meta,tablet,product_view,2,591
2024-02-06,meta,tablet,add_to_cart,3,209
2024-02-06,meta,tablet,checkout,4,108
2024-02-06,meta,tablet,purchase,5,77
2024-02-06,google,mobile,visit,1,3159
2024-02-06,google,mobile,product_view,2,1727
2024-02-06,google,mobile,add_to_cart,3,453
2024-02-06,google,mobile,checkout,4,238
2024-02-06,google,mobile,purchase,5,178
2024-02-06,google,desktop,visit,1,781
2024-02-06,google,desktop,product_view,2,555
2024-02-06,google,desktop,add_to_cart,3,162
2024-02-06,google,desktop,checkout,4,68
2024-02-06,google,desktop,purchase,5,43
2024-02-06,google,tablet,visit,1,994
2024-02-06,google,tablet,product_view,2,521
2024-02-06,google,tablet,add_to_cart,3,208
2024-02-06,google,tablet,checkout,4,132
2024-02-06,google,tablet,purchase,5,83
2024-02-06,organic,mobile,visit,1,2780
2024-02-06,organic,mobile,product_view,2,1762
2024-02-06,organic,mobile,add_to_cart,3,565
2024-02-06,organic,mobile,checkout,4,276
2024-02-06,organic,mobile,purchase,5,174
2024-02-06,organic,desktop,visit,1,538
2024-02-06,organic,desktop,product_view,2,289
2024-02-06,organic,desktop,add_to_cart,3,85
2024-02-06,organic,desktop,checkout,4,54
2024-02-06,organic,desktop,purchase,5,37
2024-02-06,organic,tablet,visit,1,668
2024-02-06,organic,tablet,product_view,2,453
2024-02-06,organic,tablet,add_to_cart,3,155
2024-02-06,organic,tablet,checkout,4,65
2024-02-06,organic,tablet,purchase,5,46
2024-02-06,email,mobile,visit,1,1952
2024-02-06,email,mobile,product_view,2,1325
2024-02-06,email,mobile,add_to_cart,3,479
2024-02-06,email,mobile,checkout,4,263
2024-02-06,email,mobile,purchase,5,209
2024-02-06,email,desktop,visit,1,966
2024-02-06,email,desktop,product_view,2,550
2024-02-06,email,desktop,add_to_cart,3,219
2024-02-06,email,desktop,checkout,4,107
2024-02-06,email,desktop,purchase,5,81
2024-02-06,email,tablet,visit,1,176
2024-02-06,email,tablet,product_view,2,121
2024-02-06,email,tablet,add_to_cart,3,37
2024-02-06,email,tablet,checkout,4,23
2024-02-06,email,tablet,purchase,5,13
2024-02-06,direct,mobile,visit,1,1956
2024-02-06,direct,mobile,product_view,2,1029
2024-02-06,direct,mobile,add_to_cart,3,344
2024-02-06,direct,mobile,checkout,4,197
2024-02-06,direct,mobile,purchase,5,153
2024-02-06,direct,desktop,visit,1,1377
2024-02-06,direct,desktop,product_view,2,839
2024-02-06,direct,desktop,add_to_cart,3,346
2024-02-06,direct,desktop,checkout,4,173
2024-02-06,direct,desktop,purchase,5,123
2024-02-06,direct,tablet,visit,1,377
2024-02-06,direct,tablet,product_view,2,206
2024-02-06,direct,tablet,add_to_cart,3,60
2024-02-06,direct,tablet,checkout,4,28
2024-02-06,direct,tablet,purchase,5,18
2024-02-06,tiktok,mobile,visit,1,1921
2024-02-06,tiktok,mobile,product_view,2,1357
2024-02-06,tiktok,mobile,add_to_cart,3,395
2024-02-06,tiktok,mobile,checkout,4,188
2024-02-06,tiktok,mobile,purchase,5,140
2024-02-06,tiktok,desktop,visit,1,1248
2024-02-06,tiktok,desktop,product_view,2,815
2024-02-06,tiktok,desktop,add_to_cart,3,320
2024-02-06,tiktok,desktop,checkout,4,176
2024-02-06,tiktok,desktop,purchase,5,104
2024-02-06,tiktok,tablet,visit,1,804
2024-02-06,tiktok,tablet,product_view,2,517
2024-02-06,tiktok,tablet,add_to_cart,3,139
2024-02-06,tiktok,tablet,checkout,4,62
2024-02-06,tiktok,tablet,purchase,5,37
2024-02-07,meta,mobile,visit,1,3421
2024-02-07,meta,mobile,product_view,2,1797
2024-02-07,meta,mobile,add_to_cart,3,520
2024-02-07,meta,mobile,checkout,4,250
2024-02-07,meta,mobile,purchase,5,189
2024-02-07,meta,desktop,visit,1,2263
2024-02-07,meta,desktop,product_view,2,1352
2024-02-07,meta,desktop,add_to_cart,3,441
2024-02-07,meta,desktop,checkout,4,207
2024-02-07,meta,desktop,purchase,5,118
2024-02-07,meta,tablet,visit,1,922
2024-02-07,meta,tablet,product_view,2,540
2024-02-07,meta,tablet,add_to_cart,3,168
2024-02-07,meta,tablet,checkout,4,71
2024-02-07,meta,tablet,purchase,5,48
2024-02-07,google,mobile,visit,1,4070
2024-02-07,google,mobile,product_view,2,2115
2024-02-07,google,mobile,add_to_cart,3,681
2024-02-07,google,mobile,checkout,4,333
2024-02-07,google,mobile,purchase,5,221
2024-02-07,google,desktop,visit,1,1755
2024-02-07,google,desktop,product_view,2,964
2024-02-07,google,desktop,add_to_cart,3,276
2024-02-07,google,desktop,checkout,4,152
2024-02-07,google,desktop,purchase,5,88
2024-02-07,google,tablet,visit,1,817
2024-02-07,google,tablet,product_view,2,539
2024-02-07,google,tablet,add_to_cart,3,206
2024-02-07,google,tablet,checkout,4,120
2024-02-07,google,tablet,purchase,5,89
2024-02-07,organic,mobile,visit,1,2770
2024-02-07,organic,mobile,product_view,2,1516
2024-02-07,organic,mobile,add_to_cart,3,518
2024-02-07,organic,mobile,checkout,4,305
2024-02-07,organic,mobile,purchase,5,213
2024-02-07,organic,desktop,visit,1,502
2024-02-07,organic,desktop,product_view,2,254
2024-02-07,organic,desktop,add_to_cart,3,96
2024-02-07,organic,desktop,checkout,4,55
2024-02-07,organic,desktop,purchase,5,34
2024-02-07,organic,tablet,visit,1,631
2024-02-07,organic,tablet,product_view,2,343
2024-02-07,organic,tablet,add_to_cart,3,95
2024-02-07,organic,tablet,checkout,4,42
2024-02-07,organic,tablet,purchase,5,30
2024-02-07,email,mobile,visit,1,1593
2024-02-07,email,mobile,product_view,2,1069
2024-02-07,email,mobile,add_to_cart,3,276
2024-02-07,email,mobile,checkout,4,177
2024-02-07,email,mobile,purchase,5,112
2024-02-07,email,desktop,visit,1,429
2024-02-07,email,desktop,product_view,2,289
2024-02-07,email,desktop,add_to_cart,3,80
2024-02-07,email,desktop,checkout,4,40
2024-02-07,email,desktop,purchase,5,31
2024-02-07,email,tablet,visit,1,674
2024-02-07,email,tablet,product_view,2,474
2024-02-07,email,tablet,add_to_cart,3,176
2024-02-07,email,tablet,checkout,4,88
2024-02-07,email,tablet,purchase,5,52
2024-02-07,direct,mobile,visit,1,2920
2024-02-07,direct,mobile,product_view,2,1679
2024-02-07,direct,mobile,add_to_cart,3,700
2024-02-07,direct,mobile,checkout,4,322
2024-02-07,direct,mobile,purchase,5,209
2024-02-07,direct,desktop,visit,1,1348
2024-02-07,direct,desktop,product_view,2,851
2024-02-07,direct,desktop,add_to_cart,3,309
2024-02-07,direct,desktop,checkout,4,129
2024-02-07,direct,desktop,purchase,5,99
2024-02-07,direct,tablet,visit,1,538
2024-02-07,direct,tablet,product_view,2,278
2024-02-07,direct,tablet,add_to_cart,3,88
2024-02-07,direct,tablet,checkout,4,53
2024-02-07,direct,tablet,purchase,5,29
2024-02-07,tiktok,mobile,visit,1,2558
2024-02-07,tiktok,mobile,product_view,2,1568
2024-02-07,tiktok,mobile,add_to_cart,3,633
2024-02-07,tiktok,mobile,checkout,4,356
2024-02-07,tiktok,mobile,purchase,5,200
2024-02-07,tiktok,desktop,visit,1,448
2024-02-07,tiktok,desktop,product_view,2,299
2024-02-07,tiktok,desktop,add_to_cart,3,88
2024-02-07,tiktok,desktop,checkout,4,38
2024-02-07,tiktok,desktop,purchase,5,28
2024-02-07,tiktok,tablet,visit,1,654
2024-02-07,tiktok,tablet,product_view,2,402
2024-02-07,tiktok,tablet,add_to_cart,3,141
2024-02-07,tiktok,tablet,checkout,4,91
2024-02-07,tiktok,tablet,purchase,5,52
2024-02-08,meta,mobile,visit,1,3611
2024-02-08,meta,mobile,product_view,2,2568
2024-02-08,meta,mobile,add_to_cart,3,705
2024-02-08,meta,mobile,checkout,4,353
2024-02-08,meta,mobile,purchase,5,268
2024-02-08,meta,desktop,visit,1,1132
2024-02-08,meta,desktop,product_view,2,604
2024-02-08,meta,desktop,add_to_cart,3,181
2024-02-08,meta,desktop,checkout,4,87
2024-02-08,meta,desktop,purchase,5,67
2024-02-08,meta,tablet,visit,1,641
2024-02-08,meta,tablet,product_view,2,373
2024-02-08,meta,tablet,add_to_cart,3,144
2024-02-08,meta,tablet,checkout,4,70
2024-02-08,meta,tablet,purchase,5,42
2024-02-08,google,mobile,visit,1,977
2024-02-08,google,mobile,product_view,2,601
2024-02-08,google,mobile,add_to_cart,3,184
2024-02-08,google,mobile,checkout,4,96
2024-02-08,google,mobile,purchase,5,54
2024-02-08,google,desktop,visit,1,1042
2024-02-08,google,desktop,product_view,2,651
2024-02-08,google,desktop,add_to_cart,3,163
2024-02-08,google,desktop,checkout,4,89
2024-02-08,google,desktop,purchase,5,63
2024-02-08,google,tablet,visit,1,239
2024-02-08,google,tablet,product_view,2,155
2024-02-08,google,tablet,add_to_cart,3,47
2024-02-08,google,tablet,checkout,4,23
2024-02-08,google,tablet,purchase,5,15
2024-02-08,organic,mobile,visit,1,954
2024-02-08,organic,mobile,product_view,2,602
2024-02-08,organic,mobile,add_to_cart,3,160
2024-02-08,organic,mobile,checkout,4,68
2024-02-08,organic,mobile,purchase,5,39
2024-02-08,organic,desktop,visit,1,2141
2024-02-08,organic,desktop,product_view,2,1422
2024-02-08,organic,desktop,add_to_cart,3,430
2024-02-08,organic,desktop,checkout,4,278
2024-02-08,organic,desktop,purchase,5,162
2024-02-08,organic,tablet,visit,1,889
2024-02-08,organic,tablet,product_view,2,444
2024-02-08,organic,tablet,add_to_cart,3,135
2024-02-08,organic,tablet,checkout,4,73
2024-02-08,organic,tablet,purchase,5,51
2024-02-08,email,mobile,visit,1,749
2024-02-08,email,mobile,product_view,2,474
