date,source,medium,channel_group,sessions,users,new_users,bounce_rate,avg_session_duration,pages_per_session,pages_viewed,conversions,revenue
2024-03-17,direct,none,Direct,2751,2366,1485,61.65,158.75,4.1,11280,123,105606.68
2024-03-17,tiktok,cpc,Paid Social,794,684,456,47.26,69.25,2.11,1676,48,13318.16
2024-03-17,bing,cpc,Paid Search,1040,784,577,67.41,185.17,1.83,1903,30,25115.71
2024-03-18,google,cpc,Paid Search,2536,1910,1381,62.83,113.71,2.14,5427,181,132856.48
2024-03-18,google,organic,Organic Search,1032,896,510,37.07,132.46,6.06,6255,62,33459.87
2024-03-18,facebook,cpc,Paid Social,2309,1958,1164,58.83,316.45,1.87,4318,31,29285.34
2024-03-18,instagram,cpc,Paid Social,2727,2138,1502,51.03,196.89,4.09,11157,190,45462.53
2024-03-18,email,email,Email,3105,2423,1464,32.21,206.05,5.08,15773,41,25090.89
2024-03-18,direct,none,Direct,2772,2291,1814,43.95,68.71,3.92,10869,123,69878.15
2024-03-18,tiktok,cpc,Paid Social,2669,2272,1369,56.56,314.22,4.23,11291,40,23473.07
2024-03-18,bing,cpc,Paid Search,396,315,184,67.16,150.31,4.31,1706,24,4415.3
2024-03-19,google,cpc,Paid Search,1465,1316,784,41.46,196.96,5.75,8424,109,35002.29
2024-03-19,google,organic,Organic Search,1582,1370,755,32.55,72.25,4.64,7341,153,94555.07
2024-03-19,facebook,cpc,Paid Social,1884,1713,966,49.71,180.85,3.33,6275,30,9116.8
2024-03-19,instagram,cpc,Paid Social,2814,2374,1565,57.95,241.32,3.24,9118,108,25283.49
2024-03-19,email,email,Email,1419,1082,603,60.94,192.27,5.23,7422,26,11241.33
2024-03-19,direct,none,Direct,2143,1680,1023,63.25,195.27,4.76,10204,68,30476.57
2024-03-19,tiktok,cpc,Paid Social,2488,1893,1253,33.03,104.9,2.64,6569,27,12942.58
2024-03-19,bing,cpc,Paid Search,2352,1940,1356,30.9,156.36,2.97,6987,29,6223.7
2024-03-20,google,cpc,Paid Search,2470,1999,1134,65.12,305.96,4.61,11389,247,150635.75
2024-03-20,google,organic,Organic Search,1994,1562,1214,43.19,175.55,2.4,4786,159,138009.37
2024-03-20,facebook,cpc,Paid Social,3073,2655,2045,51.13,281.03,3.6,11064,197,142288.3
2024-03-20,instagram,cpc,Paid Social,1712,1422,945,32.88,173.57,6.18,10584,102,44409.53
2024-03-20,email,email,Email,2552,2222,1379,29.49,203.13,4.01,10235,84,70423.78
2024-03-20,direct,none,Direct,836,633,462,29.97,309.3,2.35,1964,52,36401.47
2024-03-20,tiktok,cpc,Paid Social,2015,1716,1303,49.71,319.85,5.44,10962,126,88898.18
2024-03-20,bing,cpc,Paid Search,1160,873,588,34.71,212.68,4.84,5614,72,14742.02
2024-03-21,google,cpc,Paid Search,2226,1730,1014,60.97,105.12,4.51,10041,76,30268.78
2024-03-21,google,organic,Organic Search,1122,863,674,61.32,84.08,2.07,2323,87,23958.72
2024-03-21,facebook,cpc,Paid Social,1339,1102,868,29.03,165.07,4.39,5879,106,100175.49
2024-03-21,instagram,cpc,Paid Social,2799,2557,1458,58.56,289.25,2.87,8033,121,77602.97
2024-03-21,email,email,Email,2379,2139,1415,30.69,121.59,3.22,7662,163,147856.97
2024-03-21,direct,none,Direct,810,715,566,55.35,214.69,6,4865,51,12171.21
2024-03-21,tiktok,cpc,Paid Social,868,793,627,61.5,81.07,5.34,4637,59,37689.24
2024-03-21,bing,cpc,Paid Search,3040,2328,1507,57.89,60.31,4.42,13437,61,22749.31
2024-03-22,google,cpc,Paid Search,3059,2765,2106,66.53,211.73,6.38,19517,281,216003.43
2024-03-22,google,organic,Organic Search,1096,981,760,54.58,111.21,5.4,5919,103,71216.49
2024-03-22,facebook,cpc,Paid Social,1500,1225,860,37.81,230.52,5.91,8866,58,39885.96
2024-03-22,instagram,cpc,Paid Social,1197,1097,715,61.07,136.15,2.38,2848,22,8127.78
2024-03-22,email,email,Email,2119,1864,1143,33.32,278.97,5.44,11530,70,59692.25
2024-03-22,direct,none,Direct,1170,899,637,41.18,305.1,2.12,2482,72,40722.38
2024-03-22,tiktok,cpc,Paid Social,449,369,281,33.35,144.46,3.93,1764,35,25616
2024-03-22,bing,cpc,Paid Search,1228,967,599,59.39,201.84,4.43,5442,94,25946.8
2024-03-23,google,cpc,Paid Search,1745,1551,1174,52.02,296.55,3.41,5950,163,44377.33
2024-03-23,google,organic,Organic Search,2479,2165,1603,51.45,266.84,4,9918,248,212059.34
2024-03-23,facebook,cpc,Paid Social,1698,1385,999,32.87,112.01,5.47,9289,117,39949.49
2024-03-23,instagram,cpc,Paid Social,2801,2150,1560,54.67,164.59,4.14,11599,158,72013.57
2024-03-23,email,email,Email,1185,943,642,52.37,69.32,5.9,6993,62,29241.87
2024-03-23,direct,none,Direct,1747,1331,935,50.83,64.37,2.61,4561,114,77037.53
2024-03-23,tiktok,cpc,Paid Social,846,689,498,50.31,280.24,4.12,3485,14,11114.1
2024-03-23,bing,cpc,Paid Search,2528,2281,1598,51.95,163.59,3.67,9278,60,31313.01
2024-03-24,google,cpc,Paid Search,2974,2596,1965,32.15,134.98,6.15,18293,164,79865.31
2024-03-24,google,organic,Organic Search,2806,2555,1580,57.06,105.43,2.17,6089,45,26055.31
2024-03-24,facebook,cpc,Paid Social,2172,1845,1125,57.18,116.27,5.65,12275,163,68513.17
2024-03-24,instagram,cpc,Paid Social,1844,1525,1142,54.27,201.76,1.93,3559,111,64066.27
2024-03-24,email,email,Email,2895,2308,1549,65.17,163.19,4.61,13347,123,26604.28
2024-03-24,direct,none,Direct,763,659,415,51.37,136.59,4.86,3709,18,11070.89
2024-03-24,tiktok,cpc,Paid Social,660,520,359,46.14,251.43,1.86,1228,18,11738.84
2024-03-24,bing,cpc,Paid Search,2528,2263,1331,51.84,126.02,2.91,7356,39,29939.74
2024-03-25,google,cpc,Paid Search,1019,808,508,39.5,248.4,4.49,4578,20,10673.52
2024-03-25,google,organic,Organic Search,2017,1575,1149,30.94,105.29,2.64,5326,166,76453.22
2024-03-25,facebook,cpc,Paid Social,1870,1509,909,50.04,187.99,2.67,4993,135,41252.66
2024-03-25,instagram,cpc,Paid Social,973,790,624,39.16,191.59,5.61,5463,24,13751.67
2024-03-25,email,email,Email,1881,1474,1092,65,294.42,3.28,6169,59,46671.84
2024-03-25,direct,none,Direct,2990,2626,1980,48.07,180.19,2.54,7596,139,71810.13
2024-03-25,tiktok,cpc,Paid Social,2126,1642,911,46.09,90.53,2.96,6295,82,60384.1
2024-03-25,bing,cpc,Paid Search,3065,2475,1638,62.4,191.19,6.21,19036,167,76314.45
2024-03-26,google,cpc,Paid Search,1836,1390,841,48.82,100.16,5.74,10543,187,43818.36
2024-03-26,google,organic,Organic Search,2604,2003,1565,33.81,186.01,1.85,4818,103,68610.78
2024-03-26,facebook,cpc,Paid Social,3068,2675,2083,66.14,215.28,3.63,11137,161,113677.88
2024-03-26,instagram,cpc,Paid Social,2287,1956,1552,57.8,152.88,5.02,11484,64,30103.8
2024-03-26,email,email,Email,2083,1674,1200,34.29,114.45,4.4,9167,29,6178.79
2024-03-26,direct,none,Direct,1554,1277,903,36.11,197.9,4.27,6636,118,62430.14
2024-03-26,tiktok,cpc,Paid Social,637,536,407,66.53,283.37,3.71,2364,13,7556.89
2024-03-26,bing,cpc,Paid Search,722,625,444,43.54,248.89,3.16,2283,36,9625.65
2024-03-27,google,cpc,Paid Search,2925,2353,1483,32.65,172.51,4.93,14424,170,145910.88
2024-03-27,google,organic,Organic Search,1392,1051,684,65.91,111.22,4.21,5861,33,30317.17
2024-03-27,facebook,cpc,Paid Social,688,602,368,56.39,271.89,2.57,1769,49,41106.06
2024-03-27,instagram,cpc,Paid Social,1603,1351,838,37.1,94.34,4.52,7249,92,85789.17
2024-03-27,email,email,Email,1014,868,592,50.69,183.82,3.56,3610,21,10566.07
2024-03-27,direct,none,Direct,684,546,410,66.43,158.44,6.18,4232,25,11851.2
2024-03-27,tiktok,cpc,Paid Social,475,364,241,56.37,73.29,2.71,1287,9,3439.04
2024-03-27,bing,cpc,Paid Search,2684,2162,1652,48.56,254.81,5.42,14551,72,33282.2
2024-03-28,google,cpc,Paid Search,2995,2482,1752,35.79,104.74,2.63,7877,170,158507.68
2024-03-28,google,organic,Organic Search,2360,1876,1124,59.93,96.58,2.66,6279,154,135937.4
2024-03-28,facebook,cpc,Paid Social,752,583,427,52.69,303.78,2.62,1971,40,8746
2024-03-28,instagram,cpc,Paid Social,835,684,497,50.86,300.35,4.57,3816,23,20047.45
2024-03-28,email,email,Email,3088,2608,1640,29.05,291.29,2.03,6270,100,53583.19
2024-03-28,direct,none,Direct,1864,1535,1035,30.38,209.68,3.68,6862,54,10116.31
2024-03-28,tiktok,cpc,Paid Social,1626,1441,841,65.57,241.56,4.71,7659,71,35456.46
2024-03-28,bing,cpc,Paid Search,2611,2369,1417,59.54,243.7,5.55,14495,29,13398.27
2024-03-29,google,cpc,Paid Search,1420,1287,720,63.09,291.6,5.2,7385,138,72726.71
2024-03-29,google,organic,Organic Search,1810,1425,1097,55.83,92.86,5.05,9144,114,52724.83
2024-03-29,facebook,cpc,Paid Social,1049,839,544,47.19,264.12,2.26,2371,26,14571.88
2024-03-29,instagram,cpc,Paid Social,2807,2422,1793,57.19,280.04,5.12,14372,150,137778.1
2024-03-29,email,email,Email,388,303,187,39.04,149.42,4.93,1916,21,14337.08
2024-03-29,direct,none,Direct,2830,2543,1835,55.07,227.72,2.5,7076,108,22171.39
2024-03-29,tiktok,cpc,Paid Social,2184,1874,1115,42.71,315.24,2.06,4499,116,71653.14
2024-03-29,bing,cpc,Paid Search,799,615,408,31.4,214.85,5.2,4155,22,10447.39
2024-03-30,google,cpc,Paid Search,1458,1190,915,52.98,311.25,4.47,6517,94,67751.21
2024-03-30,google,organic,Organic Search,1594,1249,823,45.66,195.84,2.21,3524,127,114514.13
2024-03-30,facebook,cpc,Paid Social,1538,1166,854,48.75,79.28,3.83,5890,97,86619.96
2024-03-30,instagram,cpc,Paid Social,1755,1384,1088,43.24,251.09,6.35,11144,48,25475.51
2024-03-30,email,email,Email,399,332,261,63.09,119.21,4.84,1934,7,3354.35
2024-03-30,direct,none,Direct,1377,1209,812,40.37,230.7,4.87,6710,39,9357.37
2024-03-30,tiktok,cpc,Paid Social,2876,2397,1328,49.76,278.51,2.2,6328,69,22634.57
2024-03-30,bing,cpc,Paid Search,3006,2648,1798,45.07,160.2,5.93,17830,50,27709.05
2024-03-31,google,cpc,Paid Search,2009,1777,1279,41.01,294.87,5.18,10410,106,93942.76
2024-03-31,google,organic,Organic Search,384,349,199,39.44,139.78,5.21,2002,18,12693.83
2024-03-31,facebook,cpc,Paid Social,1203,1102,771,31.99,106.09,4.21,5065,23,11769.16
2024-03-31,instagram,cpc,Paid Social,1826,1386,1006,42.41,191.32,2.33,4254,120,63141.38
2024-03-31,email,email,Email,2492,2176,1712,44.49,125.85,5.78,14404,190,124664.9
2024-03-31,direct,none,Direct,467,352,237,32.49,251.88,5.79,2704,17,4604.21
2024-03-31,tiktok,cpc,Paid Social,1406,1065,752,44.94,205.49,3.16,4445,86,33622.91
2024-03-31,bing,cpc,Paid Search,2505,2029,1576,63.75,221.05,5.96,14933,144,88252.51
2024-04-01,google,cpc,Paid Search,1642,1276,967,52.05,131.58,3.14,5155,143,41788
2024-04-01,google,organic,Organic Search,2706,2067,1280,67.73,248.59,5.58,15099,101,22237.74
2024-04-01,facebook,cpc,Paid Social,2473,2155,1621,52.33,229.46,6.19,15307,162,42064.57
2024-04-01,instagram,cpc,Paid Social,1817,1406,1093,32.45,129.46,5.96,10829,113,85385.19
2024-04-01,email,email,Email,2296,1772,1059,28.34,105.25,2.96,6796,95,29272.04
2024-04-01,direct,none,Direct,3334,2876,1601,42.43,113.96,4.99,16636,83,76449.13
2024-04-01,tiktok,cpc,Paid Social,2555,2225,1501,40.72,279.6,2.42,6183,155,114674.41
2024-04-01,bing,cpc,Paid Search,2969,2230,1430,31.31,71.25,2.32,6888,34,9633.83
2024-04-02,google,cpc,Paid Search,2377,1905,1269,32.6,286.36,4.93,11718,232,108519.37
2024-04-02,google,organic,Organic Search,2035,1648,1176,54.51,297.73,2.26,4599,199,159271.01
2024-04-02,facebook,cpc,Paid Social,2469,2246,1537,67.53,254.03,2.77,6839,46,9928.3
2024-04-02,instagram,cpc,Paid Social,2968,2705,1932,44.94,93.22,4.57,13563,100,31214.24
2024-04-02,email,email,Email,1362,1246,773,46.53,184,3.15,4290,35,21374.45
2024-04-02,direct,none,Direct,1458,1115,765,60.74,141.36,4.88,7115,75,38505.53
2024-04-02,tiktok,cpc,Paid Social,3196,2558,1803,67.53,315.28,3.49,11154,237,221131.45
2024-04-02,bing,cpc,Paid Search,2741,2231,1537,51.18,264.64,2.57,7044,168,101393.12
2024-04-03,google,cpc,Paid Search,3299,2509,1380,48.05,183.81,3.39,11183,231,66566.08
2024-04-03,google,organic,Organic Search,2567,2118,1595,66.35,181.75,5.96,15299,91,32991.3
2024-04-03,facebook,cpc,Paid Social,3337,2633,1917,47.38,259.45,4.5,15016,59,29370.99
2024-04-03,instagram,cpc,Paid Social,639,529,370,45.31,290.98,3.48,2223,49,39709.84
2024-04-03,email,email,Email,2301,1755,1104,54.55,306.76,2.58,5936,177,41293.25
2024-04-03,direct,none,Direct,2462,2211,1277,60.54,243.72,4.74,11669,154,93333.24
2024-04-03,tiktok,cpc,Paid Social,2971,2263,1605,51.33,75.25,5.68,16875,110,85290.08
2024-04-03,bing,cpc,Paid Search,2497,1952,1273,45.82,319.87,4.8,11985,186,45548.44
2024-04-04,google,cpc,Paid Search,1945,1541,874,41.94,314.27,2.03,3948,184,43286.98
2024-04-04,google,organic,Organic Search,3257,2842,1865,43.2,131.38,4.75,15470,186,92350.42
2024-04-04,facebook,cpc,Paid Social,1484,1229,742,42.43,232.63,1.95,2893,57,14048.08
2024-04-04,instagram,cpc,Paid Social,1749,1363,1072,59.77,280.69,3.95,6908,102,29632.49
2024-04-04,email,email,Email,996,898,600,31.52,141.97,5.31,5288,16,5697.44
2024-04-04,direct,none,Direct,1399,1119,668,50.26,239.76,5.76,8058,67,29435.48
2024-04-04,tiktok,cpc,Paid Social,595,525,358,35.61,260.82,6.06,3605,14,3438.52
2024-04-04,bing,cpc,Paid Search,2015,1815,1084,57.83,77.24,3.48,7012,157,54941.9
2024-04-05,google,cpc,Paid Search,598,509,317,55.91,70.51,2.57,1536,23,6530.84
2024-04-05,google,organic,Organic Search,1893,1528,889,52.32,180.04,4.32,8177,116,45601.88
2024-04-05,facebook,cpc,Paid Social,3423,3057,2320,31.41,72.06,6.44,22044,96,88730.45
2024-04-05,instagram,cpc,Paid Social,2665,2422,1344,46.44,102.16,5.41,14417,192,134973.05
2024-04-05,email,email,Email,2839,2506,1597,57.12,125.02,3.93,11157,166,47520.94
2024-04-05,direct,none,Direct,2539,1996,1540,33.28,278.77,6.3,15995,35,14535.87
2024-04-05,tiktok,cpc,Paid Social,1546,1314,806,60.37,178.32,4.15,6415,61,43475.81
2024-04-05,bing,cpc,Paid Search,1204,918,655,28.86,222.46,6.09,7332,95,34181.13
2024-04-06,google,cpc,Paid Search,2670,2387,1610,63.16,157.3,5.55,14818,51,42307.93
2024-04-06,google,organic,Organic Search,3118,2753,1678,44.05,153.45,3.46,10788,298,166580.46
2024-04-06,facebook,cpc,Paid Social,2657,2145,1595,45.09,134.7,6.4,17004,77,15106.96
2024-04-06,instagram,cpc,Paid Social,2042,1536,875,38.87,156.8,4.31,8801,49,41276.35
2024-04-06,email,email,Email,3175,2575,1963,39.83,290.32,6.4,20320,233,134293.66
2024-04-06,direct,none,Direct,1697,1522,1066,61.56,133.81,6.45,10945,72,21718.89
2024-04-06,tiktok,cpc,Paid Social,2723,2398,1427,64.73,314.24,5.18,14105,187,58291.82
2024-04-06,bing,cpc,Paid Search,907,750,586,28.66,117.8,6.2,5623,18,15313.66
2024-04-07,google,cpc,Paid Search,3445,2653,1942,38.17,75.2,4.07,14021,248,144226.01
2024-04-07,google,organic,Organic Search,843,739,529,30.74,265.25,3.7,3119,60,48455.62
2024-04-07,facebook,cpc,Paid Social,2992,2674,1682,40.02,123.41,3.23,9664,220,73831.17
2024-04-07,instagram,cpc,Paid Social,3284,2597,2061,50.9,223.67,3.16,10377,105,70324.44
2024-04-07,email,email,Email,2793,2141,1379,31.74,148.26,2.15,6004,176,73270.73
2024-04-07,direct,none,Direct,1628,1456,996,29.01,68.16,1.85,3011,80,72501.04
2024-04-07,tiktok,cpc,Paid Social,1063,935,724,66.67,129.62,4.24,4507,17,4544.54
2024-04-07,bing,cpc,Paid Search,2184,1994,1099,61.03,134.5,4.02,8779,95,21883.86
2024-04-08,google,cpc,Paid Search,556,455,295,53.52,269.3,5.01,2785,27,9977.05
2024-04-08,google,organic,Organic Search,3407,2735,1544,59.89,183.36,2.16,7359,270,163627.76
2024-04-08,facebook,cpc,Paid Social,678,579,439,55.25,170.8,2.03,1376,42,14204.41
2024-04-08,instagram,cpc,Paid Social,3235,2757,2078,58.55,211.59,5.15,16660,64,25396.02
2024-04-08,email,email,Email,3363,2681,1920,40.66,133.11,3.37,11333,196,89918.79
2024-04-08,direct,none,Direct,2286,2089,1567,56.11,182.87,3.03,6926,164,58989.63
2024-04-08,tiktok,cpc,Paid Social,3118,2837,2071,51.74,161.27,4.45,13875,82,57058.11
2024-04-08,bing,cpc,Paid Search,783,628,430,47.39,107.26,2.11,1652,11,6806.19
2024-04-09,google,cpc,Paid Search,1780,1564,1206,46.75,274.7,5.2,9256,73,39329.41
2024-04-09,google,organic,Organic Search,1408,1065,730,34,75.61,6.45,9081,91,27892.62
2024-04-09,facebook,cpc,Paid Social,2418,2200,1399,55.88,138.07,5.15,12452,115,27662.92
2024-04-09,instagram,cpc,Paid Social,972,776,599,55.58,228.06,6.21,6036,31,24008.9
2024-04-09,email,email,Email,3365,2956,1935,37.74,68.04,6.16,20728,158,67758.51
2024-04-09,direct,none,Direct,2231,2030,1130,54.91,128.85,2.48,5532,143,107883.78
2024-04-09,tiktok,cpc,Paid Social,456,358,205,66.44,183.62,5.7,2599,6,1859.14
2024-04-09,bing,cpc,Paid Search,1177,942,558,40.84,232.58,2.31,2718,41,27471.37
2024-04-10,google,cpc,Paid Search,1574,1214,768,46.47,194.64,2.71,4265,158,135017.59
2024-04-10,google,organic,Organic Search,1665,1335,1006,39.25,117.07,4.48,7459,67,47252.62
2024-04-10,facebook,cpc,Paid Social,3343,2781,1688,41.04,125.33,4.22,14107,235,143645.25
2024-04-10,instagram,cpc,Paid Social,2119,1652,1199,48.94,259.07,5.65,11972,38,13932.96
2024-04-10,email,email,Email,2870,2600,1756,48.49,184.64,2.25,6457,101,31711.64
2024-04-10,direct,none,Direct,3135,2514,1590,31.74,183.57,5.99,18778,60,56042.93
2024-04-10,tiktok,cpc,Paid Social,899,796,629,64.81,298.64,2.56,2301,70,63573.76
2024-04-10,bing,cpc,Paid Search,2832,2532,1499,54.81,295.91,2.95,8354,180,147973.81
2024-04-11,google,cpc,Paid Search,405,309,185,57.37,127.19,2.84,1150,10,6934.81
2024-04-11,google,organic,Organic Search,1267,966,535,66.9,199.39,2.55,3230,85,42968.42
2024-04-11,facebook,cpc,Paid Social,1074,948,709,58.21,61.14,3.93,4220,11,6631.25
2024-04-11,instagram,cpc,Paid Social,2463,1902,1456,36.03,232.83,5.05,12438,140,29831.62
2024-04-11,email,email,Email,1641,1353,917,34.14,137.98,3.88,6367,23,10997.49
2024-04-11,direct,none,Direct,1704,1308,1000,46.84,239.25,1.98,3373,117,50880.49
2024-04-11,tiktok,cpc,Paid Social,462,417,320,34.42,169.36,3.98,1838,34,12117.53
2024-04-11,bing,cpc,Paid Search,2265,1897,1285,47.75,293.13,4.27,9671,57,17887.39
2024-04-12,google,cpc,Paid Search,507,394,225,39.01,111.81,2.39,1211,51,17177.25
2024-04-12,google,organic,Organic Search,2559,2003,1402,38.91,123.32,3.12,7984,86,31080.21
2024-04-12,facebook,cpc,Paid Social,538,408,293,31.88,146.16,3.38,1818,8,2658.8
2024-04-12,instagram,cpc,Paid Social,2445,2086,1379,49.71,250.16,3.03,7408,143,106144.22
2024-04-12,email,email,Email,452,386,291,32.13,304.13,3.84,1735,15,4309.33
2024-04-12,direct,none,Direct,2847,2178,1295,65.3,280.92,3.19,9081,166,106580.59
2024-04-12,tiktok,cpc,Paid Social,607,555,442,37.69,308.07,4.4,2670,16,6981.24
2024-04-12,bing,cpc,Paid Search,1561,1183,695,56.02,119.2,3.07,4792,30,16461.67
2024-04-13,google,cpc,Paid Search,3120,2698,1499,61.67,160.21,3.98,12417,169,72471.21
2024-04-13,google,organic,Organic Search,712,575,444,36.66,128.66,5.38,3830,22,20036.83
2024-04-13,facebook,cpc,Paid Social,2200,1743,1249,55.51,98.18,5.75,12650,75,54525.38
2024-04-13,instagram,cpc,Paid Social,2842,2595,1699,35.82,213.91,4.43,12590,169,54586.22
2024-04-13,email,email,Email,2809,2217,1661,29.33,275.14,2.14,6011,155,131791.35
2024-04-13,direct,none,Direct,2856,2354,1642,47.49,285.58,6,17136,175,37407.53
2024-04-13,tiktok,cpc,Paid Social,1262,1111,640,67.96,181.94,2.64,3331,76,41301.21
2024-04-13,bing,cpc,Paid Search,1503,1332,897,41.33,296.28,4.24,6372,31,17958.81
2024-04-14,google,cpc,Paid Search,2459,1867,1218,53.03,185.41,4.21,10352,34,18251.85
2024-04-14,google,organic,Organic Search,996,821,503,61.03,133.62,2.69,2679,86,35736.32
2024-04-14,facebook,cpc,Paid Social,2074,1773,1395,50.23,197.1,3.56,7383,76,41268.46
2024-04-14,instagram,cpc,Paid Social,1021,813,587,48.34,212.18,4.11,4196,14,3935.9
2024-04-14,email,email,Email,2368,1795,1096,61.33,84.72,6.2,14681,59,55860.85
2024-04-14,direct,none,Direct,1969,1807,1246,38.54,238.78,3.52,6930,32,23586.56
2024-04-14,tiktok,cpc,Paid Social,2489,1915,1296,29.1,133.37,4.44,11051,73,51276.16
2024-04-14,bing,cpc,Paid Search,3393,2980,1734,61.85,90.35,5.37,18220,191,128637.35
2024-04-15,google,cpc,Paid Search,2684,2155,1484,41.12,65.94,4.22,11326,63,33528.55
2024-04-15,google,organic,Organic Search,3040,2289,1332,35.92,124.19,2.99,9089,43,16554.49
2024-04-15,facebook,cpc,Paid Social,3427,2702,2110,66.43,217.24,2.64,9047,38,29180.74
2024-04-15,instagram,cpc,Paid Social,2898,2203,1238,29.8,163.33,2.39,6926,147,127194.61
2024-04-15,email,email,Email,3487,3123,2349,37.51,222.05,6.48,22595,103,22792.42
2024-04-15,direct,none,Direct,3244,2829,1981,32.33,246.02,6.43,20858,102,20046.68
2024-04-15,tiktok,cpc,Paid Social,2857,2409,1499,59.38,261.45,6.13,17513,213,179938.19
2024-04-15,bing,cpc,Paid Search,2245,1687,1241,50.07,99.79,2.42,5432,172,74073.21
2024-04-16,google,cpc,Paid Search,3056,2711,2114,38.9,303.8,5.58,17052,46,15451.99
2024-04-16,google,organic,Organic Search,3314,2586,1478,38.06,76.13,4.8,15907,120,82170.15
2024-04-16,facebook,cpc,Paid Social,2106,1616,1292,37.67,293.94,3.54,7455,162,72494.73
2024-04-16,instagram,cpc,Paid Social,1474,1218,682,65.55,263.56,4.25,6264,51,22141.46
2024-04-16,email,email,Email,2028,1775,984,63.2,285.65,6.13,12431,45,31741.04
2024-04-16,direct,none,Direct,1396,1249,876,31.53,190.55,4.57,6379,89,69377.86
2024-04-16,tiktok,cpc,Paid Social,2293,1918,1379,30.36,268.41,4.81,11029,132,85026.03
2024-04-16,bing,cpc,Paid Search,1575,1409,903,39.5,204.62,1.81,2850,123,105593.87
2024-04-17,google,cpc,Paid Search,2316,1914,1231,41.79,109.06,2.06,4770,209,118765.84
2024-04-17,google,organic,Organic Search,3105,2685,1962,49.03,215.65,4.87,15121,225,125029.62
2024-04-17,facebook,cpc,Paid Social,1074,819,613,29.83,139.48,2.56,2749,32,29902.4
2024-04-17,instagram,cpc,Paid Social,542,424,236,51.68,95.33,5.02,2720,16,13807.85
2024-04-17,email,email,Email,2548,2278,1427,30.19,142.5,4.1,10446,146,86826.45
2024-04-17,direct,none,Direct,1126,971,597,49.61,195.69,1.94,2184,43,22220.17
2024-04-17,tiktok,cpc,Paid Social,620,555,399,67.98,133.72,6.01,3726,33,24876.09
2024-04-17,bing,cpc,Paid Search,1571,1201,786,53.22,173.31,4.74,7446,123,61058.26
2024-04-18,google,cpc,Paid Search,1968,1798,1140,28.08,294.55,4.38,8619,140,56426.53
2024-04-18,google,organic,Organic Search,1047,845,604,37.62,277.11,2.55,2669,75,47178.84
2024-04-18,facebook,cpc,Paid Social,962,839,562,64.26,126.42,2.02,1943,30,14317.89
2024-04-18,instagram,cpc,Paid Social,2641,2406,1571,56.15,296.78,6.22,16427,54,34037.32
2024-04-18,email,email,Email,2552,2118,1285,28.46,274.48,1.81,4619,95,61799.58
2024-04-18,direct,none,Direct,982,810,634,65.22,197.71,2.45,2405,11,4131.05
2024-04-18,tiktok,cpc,Paid Social,735,602,418,40.72,74.92,3.61,2653,42,32211.61
2024-04-18,bing,cpc,Paid Search,2456,1976,1399,46.6,264.19,1.94,4764,173,74195.23
2024-04-19,google,cpc,Paid Search,3233,2467,1875,32.36,200.88,3.43,11089,85,16809.24
2024-04-19,google,organic,Organic Search,933,775,601,37.5,84.08,5.6,5224,53,42620.01
2024-04-19,facebook,cpc,Paid Social,3096,2515,1834,38.03,169.53,5.85,18111,172,139336.45
2024-04-19,instagram,cpc,Paid Social,1085,885,534,44.73,249.46,5.85,6347,23,5874.45
2024-04-19,email,email,Email,1246,1023,643,63.75,129.28,3.48,4336,93,56625.15
2024-04-19,direct,none,Direct,3094,2386,1417,66.86,79.84,3.53,10921,222,168964.28
2024-04-19,tiktok,cpc,Paid Social,3269,2955,2073,65.3,166.72,2.95,9643,92,41112.68
2024-04-19,bing,cpc,Paid Search,1330,1026,668,33.68,269.46,5.29,7035,30,13718.32
2024-04-20,google,cpc,Paid Search,1276,1054,831,44.72,123.15,6,7656,47,29870.81
2024-04-20,google,organic,Organic Search,492,379,244,36.88,212.53,6.31,3104,21,6863.55
2024-04-20,facebook,cpc,Paid Social,1185,974,707,62.07,61.89,5.26,6233,78,73947.85
2024-04-20,instagram,cpc,Paid Social,3461,3087,2148,42.1,152.72,4.08,14120,208,171276.35
2024-04-20,email,email,Email,424,387,221,37.03,269.53,2.28,966,21,18772.09
2024-04-20,direct,none,Direct,635,575,454,49.62,109.79,2.44,1549,32,16490.14
2024-04-20,tiktok,cpc,Paid Social,1347,1191,709,56.06,177.8,2.23,3003,49,13838.52
2024-04-20,bing,cpc,Paid Search,3284,2902,1681,35.63,241.4,2.64,8669,117,93522.04
2024-04-21,google,cpc,Paid Search,1501,1272,837,42.59,298.61,3.63,5448,33,19849.22
2024-04-21,google,organic,Organic Search,901,769,549,44.27,274.92,1.89,1702,22,13918.42
2024-04-21,facebook,cpc,Paid Social,482,397,245,37.16,94.73,6.09,2935,21,17279.11
2024-04-21,instagram,cpc,Paid Social,3195,2938,1944,65.35,101.86,3.11,9936,193,52191.18
2024-04-21,email,email,Email,2591,1977,1186,35.84,168.02,2.91,7539,127,28348.17
2024-04-21,direct,none,Direct,1910,1542,1057,45.95,62.44,3.59,6856,79,66119.22
2024-04-21,tiktok,cpc,Paid Social,1285,1127,827,36.74,181.98,4.52,5808,18,4410.38
2024-04-21,bing,cpc,Paid Search,2296,1899,1119,44.35,303.82,4.25,9758,136,123206.7
2024-04-22,google,cpc,Paid Search,2229,1926,1475,55.42,269.31,4.54,10119,203,109320.87
2024-04-22,google,organic,Organic Search,1535,1335,906,54.98,160.67,3.05,4681,32,29728.88
