date,source,medium,channel_group,sessions,users,new_users,bounce_rate,avg_session_duration,pages_per_session,pages_viewed,conversions,revenue
2024-04-04,direct,none,Direct,2327,1979,1471,58.06,95.52,4.12,9587,53,36013.75
2024-04-04,tiktok,cpc,Paid Social,1479,1262,747,45.22,251.72,3.79,5605,78,48923.63
2024-04-04,bing,cpc,Paid Search,1061,887,707,48.47,174.67,6.11,6482,23,17583.81
2024-04-05,google,cpc,Paid Search,952,792,626,40.02,226.14,5.44,5178,42,21660.44
2024-04-05,google,organic,Organic Search,3144,2552,1876,59.35,308.14,2.35,7388,283,222292.7
2024-04-05,facebook,cpc,Paid Social,1529,1207,916,57.14,309.09,3.69,5642,36,19606.91
2024-04-05,instagram,cpc,Paid Social,1858,1460,837,31.3,62.88,5.96,11073,27,14829.02
2024-04-05,email,email,Email,1967,1690,1344,55.71,228.47,2.1,4130,41,17234.28
2024-04-05,direct,none,Direct,550,419,266,55.64,112.81,6.3,3465,42,22407.48
2024-04-05,tiktok,cpc,Paid Social,2900,2323,1674,39.85,119.87,5.27,15282,157,148444.08
2024-04-05,bing,cpc,Paid Search,2318,1873,1077,30.03,297.97,2.71,6281,173,151780.36
2024-04-06,google,cpc,Paid Search,2873,2498,1385,57.63,102.81,2.04,5860,161,150555.82
2024-04-06,google,organic,Organic Search,1631,1306,893,40.06,126.78,3.99,6507,95,81951.49
2024-04-06,facebook,cpc,Paid Social,3290,2927,2248,48.32,68.51,4.15,13653,51,40199.29
2024-04-06,instagram,cpc,Paid Social,1029,814,626,28.39,76.03,4.79,4928,24,6445.15
2024-04-06,email,email,Email,3044,2492,1773,47.22,259.83,4.18,12723,90,24090.01
2024-04-06,direct,none,Direct,1259,961,661,64.2,254.41,5.99,7541,24,8995.7
2024-04-06,tiktok,cpc,Paid Social,3351,2688,2146,41.26,157.33,4.47,14978,155,118674.49
2024-04-06,bing,cpc,Paid Search,2920,2368,1371,57.52,253.39,5.32,15534,79,46708.55
2024-04-07,google,cpc,Paid Search,1766,1620,949,35.17,258.05,3.46,6110,55,27685.13
2024-04-07,google,organic,Organic Search,1624,1260,791,33.8,213.39,3.69,5992,106,41645.67
2024-04-07,facebook,cpc,Paid Social,1861,1432,1069,63.65,141.3,3.04,5657,121,90547.3
2024-04-07,instagram,cpc,Paid Social,3050,2290,1269,60.64,186.92,4.98,15189,144,92862.54
2024-04-07,email,email,Email,3105,2796,2185,33.68,266.69,4.65,14438,41,23125.3
2024-04-07,direct,none,Direct,2955,2347,1582,34.88,232.79,5.24,15484,147,109212.69
2024-04-07,tiktok,cpc,Paid Social,1483,1200,900,58.04,65.33,5.88,8720,118,69684.11
2024-04-07,bing,cpc,Paid Search,981,865,503,32.81,142.69,6.07,5954,51,39419.75
2024-04-08,google,cpc,Paid Search,638,484,267,46.62,87.6,5.28,3368,18,14728.08
2024-04-08,google,organic,Organic Search,1435,1239,700,61.67,239.07,6.47,9284,79,61084.47
2024-04-08,facebook,cpc,Paid Social,2314,1948,1367,55.14,90.32,4.62,10690,39,20569.43
2024-04-08,instagram,cpc,Paid Social,2608,2071,1147,54,316.18,2.21,5763,90,70089.55
2024-04-08,email,email,Email,1377,1236,961,49.07,147.54,5.47,7532,67,17493.87
2024-04-08,direct,none,Direct,2219,2040,1123,30.81,312.54,5.09,11294,65,26951.26
2024-04-08,tiktok,cpc,Paid Social,2654,2056,1357,36.81,154.95,4.86,12898,184,144570.28
2024-04-08,bing,cpc,Paid Search,2688,2249,1381,40.47,309.62,2.42,6504,190,49684.46
2024-04-09,google,cpc,Paid Search,3266,2451,1651,38.59,190.18,5.24,17113,202,178163.59
2024-04-09,google,organic,Organic Search,893,762,484,60.89,289.95,6.47,5777,89,38671.94
2024-04-09,facebook,cpc,Paid Social,1416,1072,842,40.87,288.3,3.74,5295,96,35466.07
2024-04-09,instagram,cpc,Paid Social,1529,1232,715,33.03,285.19,5.26,8042,41,37971.48
2024-04-09,email,email,Email,3190,2779,1768,32.15,198.05,4.7,14993,209,91453.19
2024-04-09,direct,none,Direct,3080,2483,1435,57.2,254,6.43,19804,222,135886.67
2024-04-09,tiktok,cpc,Paid Social,2125,1766,1187,53.19,273.29,6.26,13302,159,91015.86
2024-04-09,bing,cpc,Paid Search,1446,1297,785,28.78,203.3,5.89,8516,61,13717.42
2024-04-10,google,cpc,Paid Search,748,652,388,62.11,61.94,4.38,3276,10,8760.88
2024-04-10,google,organic,Organic Search,1352,1152,696,60.72,143.41,6.28,8490,127,58736.52
2024-04-10,facebook,cpc,Paid Social,1533,1362,866,31.7,173.29,4.9,7511,94,82872.06
2024-04-10,instagram,cpc,Paid Social,542,408,277,44.3,295.39,6.18,3349,14,5525.1
2024-04-10,email,email,Email,1034,844,597,39,147.35,6.34,6555,76,42395.6
2024-04-10,direct,none,Direct,2470,1998,1593,59.9,239.07,1.83,4520,135,69881.04
2024-04-10,tiktok,cpc,Paid Social,1520,1230,975,46.6,286.58,5.38,8177,110,25664.66
2024-04-10,bing,cpc,Paid Search,1199,1026,670,60.55,152.54,5.45,6534,38,7802.87
2024-04-11,google,cpc,Paid Search,2400,2189,1258,66.21,78.05,6.35,15240,95,49476.1
2024-04-11,google,organic,Organic Search,1024,800,441,44.14,157.07,6.08,6225,27,9931.43
2024-04-11,facebook,cpc,Paid Social,608,468,285,39.18,87.4,4.88,2967,20,14064.79
2024-04-11,instagram,cpc,Paid Social,3394,2880,2071,44.66,242.78,4.45,15103,248,188144.43
2024-04-11,email,email,Email,974,819,554,53.1,171.82,3.88,3779,12,8554.66
2024-04-11,direct,none,Direct,2532,2116,1666,53.96,212.5,6.19,15673,67,38250.62
2024-04-11,tiktok,cpc,Paid Social,733,600,361,55.3,209.01,2.07,1517,22,5978.8
2024-04-11,bing,cpc,Paid Search,3100,2623,1986,46.93,159.82,5.47,16957,86,39309.8
2024-04-12,google,cpc,Paid Search,3180,2533,1976,41.9,224.82,5.74,18253,145,55529.62
2024-04-12,google,organic,Organic Search,2707,2206,1754,45.02,298.46,4.31,11667,194,181721.15
2024-04-12,facebook,cpc,Paid Social,2341,1911,1369,39.55,138.92,4.76,11143,23,18501.31
2024-04-12,instagram,cpc,Paid Social,2325,1991,1562,28.64,255.78,3.25,7556,180,35282.63
2024-04-12,email,email,Email,2933,2545,1783,47.36,223.98,3.47,10177,49,30686.55
2024-04-12,direct,none,Direct,643,541,330,59.79,200.51,2.39,1536,45,23796.54
2024-04-12,tiktok,cpc,Paid Social,2061,1812,1282,57.56,239.27,6.15,12675,117,36948.02
2024-04-12,bing,cpc,Paid Search,1513,1172,719,34.36,297.13,4.45,6732,106,96637.19
2024-04-13,google,cpc,Paid Search,3281,2617,1847,61.89,261.25,3.37,11056,176,90114.84
2024-04-13,google,organic,Organic Search,1421,1234,743,45.36,179.92,4.37,6209,39,12198.7
2024-04-13,facebook,cpc,Paid Social,2005,1722,1044,65.65,139.46,4.93,9884,157,139792.49
2024-04-13,instagram,cpc,Paid Social,2044,1773,1135,40.06,237.69,5.54,11323,35,14955.42
2024-04-13,email,email,Email,611,458,296,33.61,126.96,5.61,3427,17,11589.27
2024-04-13,direct,none,Direct,3452,2836,1689,32.95,267.98,5.78,19952,262,53289.3
2024-04-13,tiktok,cpc,Paid Social,455,380,209,39.88,207.06,3.39,1542,12,7778.74
2024-04-13,bing,cpc,Paid Search,1241,1011,664,49.66,173.51,4.46,5534,84,27277.13
2024-04-14,google,cpc,Paid Search,2820,2279,1772,38.31,183.34,3.89,10969,261,178152.23
2024-04-14,google,organic,Organic Search,2373,2168,1713,64.95,78.88,3.4,8068,94,19644.65
2024-04-14,facebook,cpc,Paid Social,1722,1411,1059,49.79,111.61,3.7,6371,101,29909.87
2024-04-14,instagram,cpc,Paid Social,986,803,558,29.91,288.67,1.86,1833,47,40006.58
2024-04-14,email,email,Email,2682,2393,1716,42.89,211.55,3.56,9547,112,34284.97
2024-04-14,direct,none,Direct,3294,2879,1955,63.89,68.15,2.96,9750,36,10922.75
2024-04-14,tiktok,cpc,Paid Social,2531,1948,1556,62.85,299.27,3.71,9390,48,38146.16
2024-04-14,bing,cpc,Paid Search,812,734,432,30.77,112.04,2.77,2249,60,45532.51
2024-04-15,google,cpc,Paid Search,583,513,320,64,312.81,3.16,1842,35,31872.68
2024-04-15,google,organic,Organic Search,599,521,348,30.95,81.65,2.41,1443,15,9119.35
2024-04-15,facebook,cpc,Paid Social,2462,1922,1082,33.82,203.59,6,14772,45,16927.43
2024-04-15,instagram,cpc,Paid Social,2545,2282,1433,61.27,135.66,3.03,7711,26,19368.74
2024-04-15,email,email,Email,879,787,590,51.67,185.68,3.43,3014,16,3095.39
2024-04-15,direct,none,Direct,653,586,410,46.48,236.97,5.6,3656,26,11085.8
2024-04-15,tiktok,cpc,Paid Social,1735,1540,1225,63.88,74.87,4.82,8362,101,21229.45
2024-04-15,bing,cpc,Paid Search,2286,1861,1151,45.54,259.54,3.16,7223,77,23602.35
2024-04-16,google,cpc,Paid Search,1777,1393,894,53.71,98.95,5.49,9755,110,87248.61
2024-04-16,google,organic,Organic Search,1815,1401,867,61.76,159.49,4.51,8185,103,78828.7
2024-04-16,facebook,cpc,Paid Social,2027,1578,1050,62.64,297.54,6.27,12709,135,35251.59
2024-04-16,instagram,cpc,Paid Social,2382,2050,1279,37.81,241.74,2.85,6788,95,68049.35
2024-04-16,email,email,Email,2579,2125,1262,36.59,132.74,3.52,9078,115,98974.87
2024-04-16,direct,none,Direct,473,404,265,34.61,220.34,1.84,870,37,23700.75
2024-04-16,tiktok,cpc,Paid Social,2689,2079,1245,63.15,311.88,2.03,5458,53,46384.37
2024-04-16,bing,cpc,Paid Search,3240,2655,2015,54.31,298.66,6.37,20638,164,118631.25
2024-04-17,google,cpc,Paid Search,1280,1091,778,60.38,211.08,5.58,7142,22,4600.79
2024-04-17,google,organic,Organic Search,777,602,340,42.26,73.81,5.29,4110,39,30585.81
2024-04-17,facebook,cpc,Paid Social,2699,2214,1709,56.97,128.33,4.26,11497,193,145514.52
2024-04-17,instagram,cpc,Paid Social,1738,1584,1238,48.66,98.64,1.82,3163,44,16243.99
2024-04-17,email,email,Email,3228,2500,1684,28.67,122.09,3.49,11265,173,90750.43
2024-04-17,direct,none,Direct,1811,1587,970,67.55,163.03,1.84,3332,101,70380.9
2024-04-17,tiktok,cpc,Paid Social,1976,1726,1017,56.28,260.68,2.47,4880,114,62784.98
2024-04-17,bing,cpc,Paid Search,2564,2031,1289,64.25,204.6,6.4,16409,175,90468.1
2024-04-18,google,cpc,Paid Search,2105,1907,1143,52.4,244.82,4.37,9198,175,110058.36
2024-04-18,google,organic,Organic Search,2262,1839,1050,34.92,104.18,4.87,11015,80,48623.17
2024-04-18,facebook,cpc,Paid Social,856,733,518,67.04,169.71,5.08,4348,41,34949.17
2024-04-18,instagram,cpc,Paid Social,404,370,233,58.87,78.01,3.84,1551,21,15377.11
2024-04-18,email,email,Email,1499,1342,810,59.51,137.96,5.03,7539,82,23238.59
2024-04-18,direct,none,Direct,779,656,509,50.71,238.33,2.51,1955,48,29893.53
2024-04-18,tiktok,cpc,Paid Social,1233,1036,615,63.79,136.65,5.73,7065,95,30764.15
2024-04-18,bing,cpc,Paid Search,1172,898,502,53.55,168.43,4.51,5285,21,16433.82
2024-04-19,google,cpc,Paid Search,1591,1260,930,67.51,295.37,4.19,6666,55,46234.55
2024-04-19,google,organic,Organic Search,2736,2500,1928,30.02,73.26,3.15,8618,179,65039.76
2024-04-19,facebook,cpc,Paid Social,1494,1241,857,40.56,309.65,1.99,2973,46,39802.16
2024-04-19,instagram,cpc,Paid Social,434,374,230,34.24,274.1,2.38,1032,7,6444.89
2024-04-19,email,email,Email,1532,1394,980,54.17,142.01,5.52,8456,113,65355.45
2024-04-19,direct,none,Direct,1608,1344,1058,37.61,119,3.48,5595,41,16011.85
2024-04-19,tiktok,cpc,Paid Social,1998,1511,896,41.05,115.23,6.26,12507,140,48546.34
2024-04-19,bing,cpc,Paid Search,833,664,381,61.32,111.7,5.79,4823,10,6728.62
2024-04-20,google,cpc,Paid Search,2093,1776,1130,53.73,174.68,4.75,9941,90,53839.71
2024-04-20,google,organic,Organic Search,1354,1166,758,48.46,283.39,5.21,7054,139,62075.67
2024-04-20,facebook,cpc,Paid Social,821,654,410,33.33,108.25,4.36,3579,23,6201.02
2024-04-20,instagram,cpc,Paid Social,1670,1427,1031,46.33,164.43,3.35,5594,53,46731.29
2024-04-20,email,email,Email,1523,1354,892,59.88,293.8,5.47,8330,88,48518.7
2024-04-20,direct,none,Direct,986,882,628,58.34,318.81,3.24,3194,13,12083.33
2024-04-20,tiktok,cpc,Paid Social,586,469,331,45.75,307.96,2.35,1377,25,8114.47
2024-04-20,bing,cpc,Paid Search,2590,2339,1787,63.15,226.46,3.04,7873,123,29367.18
2024-04-21,google,cpc,Paid Search,3458,2822,2077,32.94,293.09,3.56,12310,182,39513.52
2024-04-21,google,organic,Organic Search,2887,2349,1425,66.9,72.98,2.76,7968,233,74217.91
2024-04-21,facebook,cpc,Paid Social,944,795,593,44.08,282.65,4.57,4314,38,20414.83
2024-04-21,instagram,cpc,Paid Social,1795,1390,855,38.57,124.59,2.84,5097,140,120799.68
2024-04-21,email,email,Email,885,672,494,50.02,297.53,2.99,2646,60,26423.74
2024-04-21,direct,none,Direct,1906,1591,965,38.67,239.01,3.73,7109,59,18396.27
2024-04-21,tiktok,cpc,Paid Social,1109,862,539,49.1,203.77,2.57,2850,76,14767.65
2024-04-21,bing,cpc,Paid Search,1131,898,549,61.04,174.69,4.41,4987,48,16755.13
2024-04-22,google,cpc,Paid Search,1843,1578,1154,60.23,285.45,6.21,11445,90,20718.38
2024-04-22,google,organic,Organic Search,1556,1418,1064,56.78,105.86,2.58,4014,68,63718.67
2024-04-22,facebook,cpc,Paid Social,1144,889,643,50.09,282.55,3.85,4404,89,42891.46
2024-04-22,instagram,cpc,Paid Social,2232,1774,1221,42.23,193.35,5.26,11740,163,88650.65
2024-04-22,email,email,Email,1684,1424,973,42.82,213.97,4.22,7106,62,21556.04
2024-04-22,direct,none,Direct,2580,2137,1632,29.4,223.64,3.37,8694,200,134702.5
2024-04-22,tiktok,cpc,Paid Social,1571,1255,935,65.48,73.2,3.85,6048,120,51102.82
2024-04-22,bing,cpc,Paid Search,2653,2259,1440,45.84,239.02,1.8,4775,199,188280.86
2024-04-23,google,cpc,Paid Search,1828,1655,1055,48.88,312.13,3.5,6398,75,48045.65
2024-04-23,google,organic,Organic Search,2475,1916,1514,43.51,244.33,1.88,4653,114,39895.79
2024-04-23,facebook,cpc,Paid Social,2560,2192,1561,41.09,159.81,5.13,13132,106,85956.51
2024-04-23,instagram,cpc,Paid Social,873,688,385,28.12,138.15,4.14,3614,65,37809.99
2024-04-23,email,email,Email,2839,2443,1529,62.54,305.71,2.16,6132,110,90785.98
2024-04-23,direct,none,Direct,3275,2517,1708,28.09,277.09,4.77,15621,131,74433.03
2024-04-23,tiktok,cpc,Paid Social,1292,1018,598,55.85,263.42,4.03,5206,93,83994.5
2024-04-23,bing,cpc,Paid Search,2017,1562,1039,37.58,318.27,5.26,10609,57,17817.34
2024-04-24,google,cpc,Paid Search,416,356,278,41.06,139.29,3.56,1480,31,15021.65
2024-04-24,google,organic,Organic Search,1560,1336,740,32.21,306.81,4.53,7066,160,39432.51
2024-04-24,facebook,cpc,Paid Social,1946,1686,1053,55.18,150.59,2.5,4865,37,10116.7
2024-04-24,instagram,cpc,Paid Social,2318,1987,1507,65.61,256.11,5.12,11868,105,61720.51
2024-04-24,email,email,Email,2922,2202,1541,30.08,249.26,2.05,5990,106,88212.71
2024-04-24,direct,none,Direct,2731,2075,1161,44.67,197.9,4.73,12917,76,36697.31
2024-04-24,tiktok,cpc,Paid Social,445,344,204,45.1,310.72,1.95,867,30,8139.89
2024-04-24,bing,cpc,Paid Search,3067,2422,1645,33.34,313.36,6.3,19322,83,68115.65
2024-04-25,google,cpc,Paid Search,1647,1367,803,35.09,142.15,4.07,6703,142,65961.6
2024-04-25,google,organic,Organic Search,3197,2824,1768,31.18,264.65,5.24,16752,249,145332.09
2024-04-25,facebook,cpc,Paid Social,1264,1018,720,55.55,136.73,3.19,4032,39,35700.69
2024-04-25,instagram,cpc,Paid Social,496,426,237,65.33,120.11,2,992,18,7712.58
2024-04-25,email,email,Email,763,607,415,28.21,78.08,1.88,1434,29,20558.26
2024-04-25,direct,none,Direct,2879,2519,1663,37.11,191.94,2.86,8233,156,43677.72
2024-04-25,tiktok,cpc,Paid Social,3424,3002,2331,41.32,225.57,1.98,6779,204,74608.52
2024-04-25,bing,cpc,Paid Search,2589,2149,1444,63.71,318.12,3.28,8491,36,7868.32
2024-04-26,google,cpc,Paid Search,2971,2373,1761,65.6,208.51,6.5,19311,231,133682.52
2024-04-26,google,organic,Organic Search,3327,2717,1806,46.23,128.63,4.53,15071,134,25445.1
2024-04-26,facebook,cpc,Paid Social,1182,1081,720,49.62,306.35,4.95,5850,43,34518.24
2024-04-26,instagram,cpc,Paid Social,1322,1167,801,37.04,284.61,4.19,5539,76,19428.42
2024-04-26,email,email,Email,735,666,494,31.37,228.26,3.52,2587,25,10191.27
2024-04-26,direct,none,Direct,1922,1763,1006,28.26,62.35,5.07,9744,21,5553.63
2024-04-26,tiktok,cpc,Paid Social,2104,1584,950,63.6,156.68,3.97,8352,154,62565.98
2024-04-26,bing,cpc,Paid Search,637,549,374,59.5,182.98,4.4,2802,29,26121.37
2024-04-27,google,cpc,Paid Search,1369,1101,791,62.69,136.9,5.26,7200,89,33890.88
2024-04-27,google,organic,Organic Search,1760,1542,916,44.19,164.74,2.7,4752,123,70144.63
2024-04-27,facebook,cpc,Paid Social,3237,2929,2183,48.03,268.94,5.5,17803,90,58663.39
2024-04-27,instagram,cpc,Paid Social,441,388,273,51.98,88.45,3.38,1490,25,6718.58
2024-04-27,email,email,Email,603,494,358,52.14,76.79,2.7,1628,16,6495.29
2024-04-27,direct,none,Direct,1628,1256,697,68,284.48,6.26,10191,27,17652.24
2024-04-27,tiktok,cpc,Paid Social,1612,1400,960,42.03,254.66,1.94,3127,22,11987.57
2024-04-27,bing,cpc,Paid Search,449,348,259,29.89,272.69,5.92,2658,11,2546.8
2024-04-28,google,cpc,Paid Search,3144,2522,2009,67.17,216.3,5.91,18581,44,8603.87
2024-04-28,google,organic,Organic Search,841,730,549,29.88,285.69,6.4,5382,84,62381.26
2024-04-28,facebook,cpc,Paid Social,532,475,305,32.82,68.91,4,2128,12,4864.68
2024-04-28,instagram,cpc,Paid Social,3260,2797,2112,56.7,270.92,5.56,18125,250,118198.36
2024-04-28,email,email,Email,2509,2118,1626,36.53,255.8,3.52,8831,64,47890.56
2024-04-28,direct,none,Direct,1082,923,726,50.48,145.16,1.86,2012,33,26497.16
2024-04-28,tiktok,cpc,Paid Social,2051,1816,1382,66.58,308.73,3.81,7814,125,23242.05
2024-04-28,bing,cpc,Paid Search,2495,2159,1681,50.29,129.06,2.26,5638,98,71824.58
2024-04-29,google,cpc,Paid Search,731,647,400,48.48,298.88,3.68,2690,19,11004.16
2024-04-29,google,organic,Organic Search,3103,2604,1903,31.39,207.7,4.41,13684,156,142109.55
2024-04-29,facebook,cpc,Paid Social,2866,2518,1509,52.51,314.52,4.78,13699,150,141322.97
2024-04-29,instagram,cpc,Paid Social,2730,2312,1551,38.4,294.46,3.7,10101,57,27372.22
2024-04-29,email,email,Email,797,648,430,35.23,267.32,5.25,4184,34,22817.58
2024-04-29,direct,none,Direct,1225,1044,683,65.35,218.79,5.79,7092,38,18784.93
2024-04-29,tiktok,cpc,Paid Social,2748,2424,1602,45.74,270.01,3.65,10030,147,134015.78
2024-04-29,bing,cpc,Paid Search,522,410,303,58.78,90.43,2.73,1425,37,23288.08
2024-04-30,google,cpc,Paid Search,1705,1349,942,45.32,288.58,5.37,9155,40,10654.91
2024-04-30,google,organic,Organic Search,1013,903,705,48.04,280.34,4.39,4447,44,22750.78
2024-04-30,facebook,cpc,Paid Social,2606,2395,1359,41.24,89.91,4.28,11153,59,44557.13
2024-04-30,instagram,cpc,Paid Social,2286,2023,1209,46.56,91.17,5.7,13030,117,35648.53
2024-04-30,email,email,Email,1303,1016,659,32.31,119.09,4.35,5668,77,36732.2
2024-04-30,direct,none,Direct,2724,2242,1409,58.71,272.46,3.85,10487,187,41220.95
2024-04-30,tiktok,cpc,Paid Social,409,329,234,60.37,178.7,4.04,1652,11,9941.23
2024-04-30,bing,cpc,Paid Search,1899,1441,1113,56.51,130.86,3.78,7178,59,29215.34
2024-05-01,google,cpc,Paid Search,759,628,348,66.06,198.2,4.69,3559,45,42037.28
2024-05-01,google,organic,Organic Search,1138,866,604,67.15,223.94,4.88,5555,67,34044.76
2024-05-01,facebook,cpc,Paid Social,1324,1096,715,33.62,262.37,2.64,3496,58,18636.57
2024-05-01,instagram,cpc,Paid Social,1117,867,682,66.75,130.66,3.61,4034,71,30974.35
2024-05-01,email,email,Email,3119,2817,1642,52.28,261.69,4.83,15067,143,68065.12
2024-05-01,direct,none,Direct,2040,1596,1033,67.53,103.39,4.1,8366,93,53688.27
2024-05-01,tiktok,cpc,Paid Social,2471,2174,1229,66.15,149.52,2.4,5932,95,73136.08
2024-05-01,bing,cpc,Paid Search,2467,2022,1607,30.76,69.67,2.59,6390,131,26299.96
2024-05-02,google,cpc,Paid Search,2923,2193,1551,63,171.04,3,8771,206,59866.77
2024-05-02,google,organic,Organic Search,949,755,475,33.01,265.46,4.32,4100,83,66929.45
2024-05-02,facebook,cpc,Paid Social,2266,1847,1267,36.46,122.31,4.52,10242,111,66605.07
2024-05-02,instagram,cpc,Paid Social,1123,935,729,67.84,97.85,5.56,6244,37,20932.43
2024-05-02,email,email,Email,782,684,496,40.33,274.83,5.2,4066,23,4571.83
2024-05-02,direct,none,Direct,575,434,304,56.26,196.6,5.02,2888,12,10298.31
2024-05-02,tiktok,cpc,Paid Social,682,610,469,35.68,77.15,2.39,1629,24,19367.99
2024-05-02,bing,cpc,Paid Search,1886,1686,1342,31.9,150.55,5.8,10941,20,12501.06
2024-05-03,google,cpc,Paid Search,1299,974,697,41.9,300.06,2.26,2935,71,47073.27
2024-05-03,google,organic,Organic Search,1514,1191,673,30.98,121.66,4.98,7543,49,34692.13
2024-05-03,facebook,cpc,Paid Social,3338,2806,2102,65.65,110.94,6.19,20665,61,29028.79
2024-05-03,instagram,cpc,Paid Social,3646,2895,1649,62.01,192.18,4.69,17102,252,48592.01
2024-05-03,email,email,Email,635,510,326,41.7,103.83,4.31,2740,8,2637.88
2024-05-03,direct,none,Direct,2677,2156,1546,65.6,192.54,6.41,17162,172,53789.5
2024-05-03,tiktok,cpc,Paid Social,566,431,252,52,98.22,4.88,2764,24,4621.17
2024-05-03,bing,cpc,Paid Search,3591,2942,2034,50.51,261.52,2.43,8727,113,96807.57
2024-05-04,google,cpc,Paid Search,1083,975,693,35.58,171.28,5.83,6316,86,29179.22
2024-05-04,google,organic,Organic Search,1442,1190,763,32.91,294.69,5.32,7671,63,51654.21
2024-05-04,facebook,cpc,Paid Social,3297,2886,2095,45.73,135.85,5.09,16785,231,52469.88
2024-05-04,instagram,cpc,Paid Social,2511,1970,1401,53.32,102.13,4.76,11953,116,65124.96
2024-05-04,email,email,Email,718,660,436,55.68,113.89,6.43,4618,50,30552.82
2024-05-04,direct,none,Direct,2810,2472,1579,59.53,127.13,3.56,10005,151,122543.83
2024-05-04,tiktok,cpc,Paid Social,2935,2541,1784,64.73,195.16,3.05,8954,136,66695.58
2024-05-04,bing,cpc,Paid Search,2272,1912,1177,32.12,101.13,5.72,12999,58,11633.55
2024-05-05,google,cpc,Paid Search,1694,1466,823,36.87,153.41,4.98,8436,166,130174.68
2024-05-05,google,organic,Organic Search,3624,3099,2055,36.47,158.42,5.43,19681,180,95800.01
2024-05-05,facebook,cpc,Paid Social,1728,1516,970,38.33,278.01,4.98,8605,127,91680.14
2024-05-05,instagram,cpc,Paid Social,2922,2328,1530,28.08,206.93,4.26,12450,45,19434.86
2024-05-05,email,email,Email,1028,799,502,50.34,243.6,5.01,5152,13,9856.14
2024-05-05,direct,none,Direct,3743,3092,2156,53.26,148.34,4.22,15796,243,132022.29
2024-05-05,tiktok,cpc,Paid Social,2380,1990,1270,29.45,256.09,3.09,7355,174,83341.9
2024-05-05,bing,cpc,Paid Search,3501,2654,1494,43.19,133.55,5.18,18136,55,33207.91
2024-05-06,google,cpc,Paid Search,1807,1485,847,28.38,112.22,2.26,4084,62,12694.18
2024-05-06,google,organic,Organic Search,794,659,423,36.27,66.52,2.09,1659,40,9047.03
2024-05-06,facebook,cpc,Paid Social,1540,1329,826,40.42,177.15,2.8,4312,96,71454.92
2024-05-06,instagram,cpc,Paid Social,2905,2461,1850,62.87,138.93,5.48,15919,230,48209.08
2024-05-06,email,email,Email,2770,2331,1546,51.65,102.64,4.95,13715,176,127002.31
2024-05-06,direct,none,Direct,3139,2686,1753,30.68,233.44,2.05,6435,102,87272.9
2024-05-06,tiktok,cpc,Paid Social,2080,1844,1316,35.17,125.28,4.62,9610,137,124266.76
2024-05-06,bing,cpc,Paid Search,1274,1159,644,28.59,247.5,6.47,8248,70,22378.5
2024-05-07,google,cpc,Paid Search,3687,3037,2146,33.26,114.41,3.62,13347,319,166970.33
2024-05-07,google,organic,Organic Search,3003,2332,1305,66.13,187.92,4.92,14774,242,178748.42
2024-05-07,facebook,cpc,Paid Social,1368,1050,714,57.1,317.16,4.7,6431,85,69482.06
2024-05-07,instagram,cpc,Paid Social,2721,2278,1529,60.56,92.78,4.9,13334,74,25604.62
2024-05-07,email,email,Email,1793,1520,852,29.77,121.01,3.43,6149,138,107424.77
2024-05-07,direct,none,Direct,3265,2658,1904,36.98,147.13,4.44,14500,243,147321.79
2024-05-07,tiktok,cpc,Paid Social,3257,2524,1672,52.64,284.13,6.27,20422,38,36082.32
2024-05-07,bing,cpc,Paid Search,2729,2389,1448,49.23,208.06,2.72,7423,173,105781.75
2024-05-08,google,cpc,Paid Search,674,539,370,50.9,211,5.79,3904,13,10154.12
2024-05-08,google,organic,Organic Search,1388,1216,905,48.24,169.34,5.64,7829,107,84764.15
2024-05-08,facebook,cpc,Paid Social,1487,1242,889,53.18,78.66,4.81,7153,84,33131.69
2024-05-08,instagram,cpc,Paid Social,1342,1042,787,40.16,309.35,5.3,7112,55,10046.96
2024-05-08,email,email,Email,1454,1243,866,36.89,60.17,4.81,6994,86,59855.64
2024-05-08,direct,none,Direct,2370,1903,1493,41.4,188.46,5.05,11971,133,105266.71
2024-05-08,tiktok,cpc,Paid Social,3415,2895,2255,48.98,170.8,3.24,11066,68,47714.39
2024-05-08,bing,cpc,Paid Search,3151,2388,1375,63.77,80.96,2.22,6996,40,8351.59
2024-05-09,google,cpc,Paid Search,2484,2217,1497,32.04,206.81,5.22,12971,216,175550.84
2024-05-09,google,organic,Organic Search,2893,2276,1583,62.38,265.98,2.23,6451,61,41120.96
2024-05-09,facebook,cpc,Paid Social,3021,2524,1776,50.78,94.47,4.83,14594,192,38153.31
2024-05-09,instagram,cpc,Paid Social,2600,2278,1676,46.69,171.01,6.11,15888,32,25365.05
2024-05-09,email,email,Email,1072,985,715,58.16,200.9,6.14,6585,83,59610.15
2024-05-09,direct,none,Direct,1362,1090,647,42.57,62.13,1.87,2548,57,13533.05
2024-05-09,tiktok,cpc,Paid Social,3591,2853,1999,33.82,107.06,3.58,12857,275,81922.25
2024-05-09,bing,cpc,Paid Search,3276,2468,1702,34.2,62.19,2.56,8388,145,45032.85
2024-05-10,google,cpc,Paid Search,2850,2430,1761,60.7,297.95,3.43,9775,162,87698.45
2024-05-10,google,organic,Organic Search,2833,2282,1687,59.52,187.84,3.69,10455,101,78564.42
